Country Code,Country Name,Year,Age Group,Sex,Number of Deaths,"Death Rate Per 100,000"
RUS,Russian Federation,1980,0-6 days,Female,"12,328","58,067.80"
RUS,Russian Federation,1980,0-6 days,Both,"30,233","69,549.90"
RUS,Russian Federation,1980,7-27 days,Male,"4,652","7,041.40"
RUS,Russian Federation,1980,7-27 days,Female,"3,323","5,256.40"
RUS,Russian Federation,1980,7-27 days,Both,"7,976","6,168.60"
RUS,Russian Federation,1980,28-364 days,Male,"12,164","1,167.50"
RUS,Russian Federation,1980,28-364 days,Female,"9,590",960.6
RUS,Russian Federation,1980,28-364 days,Both,"21,754","1,066.20"
RUS,Russian Federation,1980,1-4 years,Male,"8,314",194.8
RUS,Russian Federation,1980,1-4 years,Female,"6,572",160.4
RUS,Russian Federation,1980,1-4 years,Both,"14,886",177.9
RUS,Russian Federation,1980,5-9 years,Male,"4,821",94.3
RUS,Russian Federation,1980,5-9 years,Female,"2,729",55.1
RUS,Russian Federation,1980,5-9 years,Both,"7,550",75
RUS,Russian Federation,1980,10-14 years,Male,"3,548",75.5
RUS,Russian Federation,1980,10-14 years,Female,"1,809",39.7
RUS,Russian Federation,1980,10-14 years,Both,"5,357",57.9
RUS,Russian Federation,1980,15-19 years,Male,"10,436",178.3
RUS,Russian Federation,1980,15-19 years,Female,"3,343",59.2
RUS,Russian Federation,1980,15-19 years,Both,"13,780",119.9
RUS,Russian Federation,1980,20-24 years,Male,"21,843",327.7
RUS,Russian Federation,1980,20-24 years,Female,"4,855",76.6
RUS,Russian Federation,1980,20-24 years,Both,"26,698",205.3
RUS,Russian Federation,1980,25-29 years,Male,"27,101",439.3
RUS,Russian Federation,1980,25-29 years,Female,"5,981",99.3
RUS,Russian Federation,1980,25-29 years,Both,"33,082",271.3
RUS,Russian Federation,1980,30-34 years,Male,"27,817",551.8
RUS,Russian Federation,1980,30-34 years,Female,"6,932",138.9
RUS,Russian Federation,1980,30-34 years,Both,"34,749",346.4
RUS,Russian Federation,1980,35-39 years,Male,"24,068",762.8
RUS,Russian Federation,1980,35-39 years,Female,"6,676",203.3
RUS,Russian Federation,1980,35-39 years,Both,"30,743",477.5
RUS,Russian Federation,1980,40-44 years,Male,"53,952",991.9
RUS,Russian Federation,1980,40-44 years,Female,"16,651",284.2
RUS,Russian Federation,1980,40-44 years,Both,"70,603",624.9
RUS,Russian Federation,1980,45-49 years,Male,"55,202","1,357.40"
RUS,Russian Federation,1980,45-49 years,Female,"19,539",432.4
RUS,Russian Federation,1980,45-49 years,Both,"74,741",870.5
RUS,Russian Federation,1980,50-54 years,Male,"83,758","1,833.40"
RUS,Russian Federation,1980,50-54 years,Female,"35,991",636.5
RUS,Russian Federation,1980,50-54 years,Both,"119,749","1,171.30"
RUS,Russian Federation,1980,55-59 years,Male,"57,157","2,496.80"
RUS,Russian Federation,1980,55-59 years,Female,"40,205",945.8
RUS,Russian Federation,1980,55-59 years,Both,"97,362","1,488.70"
RUS,Russian Federation,1980,60-64 years,Male,"53,534","3,512.70"
RUS,Russian Federation,1980,60-64 years,Female,"43,176","1,425.90"
RUS,Russian Federation,1980,60-64 years,Both,"96,710","2,124.60"
RUS,Russian Federation,1980,65-69 years,Male,"84,062","4,923.30"
RUS,Russian Federation,1980,65-69 years,Female,"85,445","2,236.70"
RUS,Russian Federation,1980,65-69 years,Both,"169,507","3,066.60"
RUS,Russian Federation,1980,70-74 years,Male,"82,806","7,290.30"
RUS,Russian Federation,1980,70-74 years,Female,"114,372","3,831.70"
RUS,Russian Federation,1980,70-74 years,Both,"197,178","4,785.00"
RUS,Russian Federation,1980,75-79 years,Male,"62,412","10,660.30"
RUS,Russian Federation,1980,75-79 years,Female,"132,511","6,567.30"
RUS,Russian Federation,1980,75-79 years,Both,"194,923","7,487.90"
RUS,Russian Federation,1980,80+ years,Male,"73,237","19,412.10"
RUS,Russian Federation,1980,80+ years,Female,"234,103","15,538.40"
RUS,Russian Federation,1980,80+ years,Both,"307,340","16,314.20"
RUS,Russian Federation,1980,All ages,Male,"768,790","1,205.30"
RUS,Russian Federation,1980,All ages,Female,"786,132","1,053.70"
RUS,Russian Federation,1980,All ages,Both,"1,554,921","1,123.50"
RUS,Russian Federation,1990,0-6 days,Male,"13,453","68,587.80"
RUS,Russian Federation,1990,0-6 days,Female,"9,269","49,810.10"
RUS,Russian Federation,1990,0-6 days,Both,"22,721","59,446.10"
RUS,Russian Federation,1990,7-27 days,Male,"3,125","5,336.90"
RUS,Russian Federation,1990,7-27 days,Female,"2,251","4,043.30"
RUS,Russian Federation,1990,7-27 days,Both,"5,376","4,706.40"
RUS,Russian Federation,1990,28-364 days,Male,"8,095",838.6
RUS,Russian Federation,1990,28-364 days,Female,"6,422",698.9
RUS,Russian Federation,1990,28-364 days,Both,"14,517",770.4
RUS,Russian Federation,1990,1-4 years,Male,"6,992",151
RUS,Russian Federation,1990,1-4 years,Female,"5,398",122
RUS,Russian Federation,1990,1-4 years,Both,"12,391",136.8
RUS,Russian Federation,1990,5-9 years,Male,"4,778",80.3
RUS,Russian Federation,1990,5-9 years,Female,"2,679",46.6
RUS,Russian Federation,1990,5-9 years,Both,"7,457",63.7
RUS,Russian Federation,1990,10-14 years,Male,"3,697",67.7
RUS,Russian Federation,1990,10-14 years,Female,"1,766",33.3
RUS,Russian Federation,1990,10-14 years,Both,"5,463",50.8
RUS,Russian Federation,1990,15-19 years,Male,"8,394",161.9
RUS,Russian Federation,1990,15-19 years,Female,"3,242",64.7
RUS,Russian Federation,1990,15-19 years,Both,"11,636",114.1
RUS,Russian Federation,1990,20-24 years,Male,"13,135",269.2
RUS,Russian Federation,1990,20-24 years,Female,"3,388",72.8
RUS,Russian Federation,1990,20-24 years,Both,"16,522",173.3
RUS,Russian Federation,1990,25-29 years,Male,"20,075",337
RUS,Russian Federation,1990,25-29 years,Female,"4,683",81.1
RUS,Russian Federation,1990,25-29 years,Both,"24,758",211
RUS,Russian Federation,1990,30-34 years,Male,"27,670",424.1
RUS,Russian Federation,1990,30-34 years,Female,"6,914",107.5
RUS,Russian Federation,1990,30-34 years,Both,"34,584",266.9
RUS,Russian Federation,1990,35-39 years,Male,"32,912",549.2
RUS,Russian Federation,1990,35-39 years,Female,"9,393",155.8
RUS,Russian Federation,1990,35-39 years,Both,"42,304",351.9
RUS,Russian Federation,1990,40-44 years,Male,"36,419",765.9
RUS,Russian Federation,1990,40-44 years,Female,"11,864",242.1
RUS,Russian Federation,1990,40-44 years,Both,"48,283",500
RUS,Russian Federation,1990,45-49 years,Male,"32,678","1,118.90"
RUS,Russian Federation,1990,45-49 years,Female,"11,624",362.2
RUS,Russian Federation,1990,45-49 years,Both,"44,301",722.7
RUS,Russian Federation,1990,50-54 years,Male,"78,609","1,627.70"
RUS,Russian Federation,1990,50-54 years,Female,"30,256",540.9
RUS,Russian Federation,1990,50-54 years,Both,"108,865","1,044.40"
RUS,Russian Federation,1990,55-59 years,Male,"81,106","2,362.20"
RUS,Russian Federation,1990,55-59 years,Female,"36,375",849.6
RUS,Russian Federation,1990,55-59 years,Both,"117,481","1,522.80"
RUS,Russian Federation,1990,60-64 years,Male,"124,617","3,480.50"
RUS,Russian Federation,1990,60-64 years,Female,"70,274","1,349.20"
RUS,Russian Federation,1990,60-64 years,Both,"194,891","2,217.50"
RUS,Russian Federation,1990,65-69 years,Male,"78,483","4,813.20"
RUS,Russian Federation,1990,65-69 years,Female,"82,074","2,242.20"
RUS,Russian Federation,1990,65-69 years,Both,"160,557","3,034.50"
RUS,Russian Federation,1990,70-74 years,Male,"65,101","6,987.30"
RUS,Russian Federation,1990,70-74 years,Female,"87,850","3,688.10"
RUS,Russian Federation,1990,70-74 years,Both,"152,952","4,615.70"
RUS,Russian Federation,1990,75-79 years,Male,"85,301","10,260.50"
RUS,Russian Federation,1990,75-79 years,Female,"158,938","6,200.40"
RUS,Russian Federation,1990,75-79 years,Both,"244,239","7,194.70"
RUS,Russian Federation,1990,80+ years,Male,"96,104","17,792.80"
RUS,Russian Federation,1990,80+ years,Female,"317,780","14,037.30"
RUS,Russian Federation,1990,80+ years,Both,"413,884","14,760.80"
RUS,Russian Federation,1990,All ages,Male,"820,745","1,188.20"
RUS,Russian Federation,1990,All ages,Female,"862,440","1,099.50"
RUS,Russian Federation,1990,All ages,Both,"1,683,185","1,141.00"
RUS,Russian Federation,2000,0-6 days,Male,"7,530","57,313.80"
RUS,Russian Federation,2000,0-6 days,Female,"5,183","41,833.40"
RUS,Russian Federation,2000,0-6 days,Both,"12,713","49,800.70"
RUS,Russian Federation,2000,7-27 days,Male,"1,752","4,475.40"
RUS,Russian Federation,2000,7-27 days,Female,"1,251","3,383.50"
RUS,Russian Federation,2000,7-27 days,Both,"3,003","3,945.00"
RUS,Russian Federation,2000,28-364 days,Male,"4,032",649.5
RUS,Russian Federation,2000,28-364 days,Female,"3,205",545.9
RUS,Russian Federation,2000,28-364 days,Both,"7,237",599.2
RUS,Russian Federation,2000,1-4 years,Male,"3,376",125.7
RUS,Russian Federation,2000,1-4 years,Female,"2,559",100.5
RUS,Russian Federation,2000,1-4 years,Both,"5,936",113.4
RUS,Russian Federation,2000,5-9 years,Male,"2,581",63.3
RUS,Russian Federation,2000,5-9 years,Female,"1,556",40
RUS,Russian Federation,2000,5-9 years,Both,"4,137",51.9
RUS,Russian Federation,2000,10-14 years,Male,"3,710",61.4
RUS,Russian Federation,2000,10-14 years,Female,"1,945",33.5
RUS,Russian Federation,2000,10-14 years,Both,"5,656",47.7
RUS,Russian Federation,2000,15-19 years,Male,"13,030",211.5
RUS,Russian Federation,2000,15-19 years,Female,"4,943",83
RUS,Russian Federation,2000,15-19 years,Both,"17,973",148.4
RUS,Russian Federation,2000,20-24 years,Male,"25,930",470.9
RUS,Russian Federation,2000,20-24 years,Female,"6,264",115.7
RUS,Russian Federation,2000,20-24 years,Both,"32,193",294.8
RUS,Russian Federation,2000,25-29 years,Male,"29,951",574.7
RUS,Russian Federation,2000,25-29 years,Female,"6,954",136.2
RUS,Russian Federation,2000,25-29 years,Both,"36,905",357.7
RUS,Russian Federation,2000,30-34 years,Male,"33,361",698.9
RUS,Russian Federation,2000,30-34 years,Female,"8,332",175.1
RUS,Russian Federation,2000,30-34 years,Both,"41,694",437.4
RUS,Russian Federation,2000,35-39 years,Male,"52,182",909.6
RUS,Russian Federation,2000,35-39 years,Female,"13,663",233
RUS,Russian Federation,2000,35-39 years,Both,"65,844",567.6
RUS,Russian Federation,2000,40-44 years,Male,"77,322","1,271.40"
RUS,Russian Federation,2000,40-44 years,Female,"21,661",337.8
RUS,Russian Federation,2000,40-44 years,Both,"98,983",792.2
RUS,Russian Federation,2000,45-49 years,Male,"96,149","1,787.30"
RUS,Russian Federation,2000,45-49 years,Female,"30,233",510.8
RUS,Russian Federation,2000,45-49 years,Both,"126,383","1,118.70"
RUS,Russian Federation,2000,50-54 years,Male,"101,383","2,465.80"
RUS,Russian Federation,2000,50-54 years,Female,"36,436",767.2
RUS,Russian Federation,2000,50-54 years,Both,"137,819","1,555.30"
RUS,Russian Federation,2000,55-59 years,Male,"76,904","3,257.60"
RUS,Russian Federation,2000,55-59 years,Female,"33,379","1,097.10"
RUS,Russian Federation,2000,55-59 years,Both,"110,282","2,041.10"
RUS,Russian Federation,2000,60-64 years,Male,"164,667","4,506.40"
RUS,Russian Federation,2000,60-64 years,Female,"83,486","1,618.00"
RUS,Russian Federation,2000,60-64 years,Both,"248,153","2,815.50"
RUS,Russian Federation,2000,65-69 years,Male,"138,856","6,008.70"
RUS,Russian Federation,2000,65-69 years,Female,"94,482","2,562.50"
RUS,Russian Federation,2000,65-69 years,Both,"233,338","3,890.30"
RUS,Russian Federation,2000,70-74 years,Male,"169,990","8,239.40"
RUS,Russian Federation,2000,70-74 years,Female,"171,129","4,208.40"
RUS,Russian Federation,2000,70-74 years,Both,"341,119","5,565.20"
RUS,Russian Federation,2000,75-79 years,Male,"83,841","10,946.80"
RUS,Russian Federation,2000,75-79 years,Female,"169,530","7,016.70"
RUS,Russian Federation,2000,75-79 years,Both,"253,371","7,962.70"
RUS,Russian Federation,2000,80+ years,Male,"99,157","19,402.30"
RUS,Russian Federation,2000,80+ years,Female,"351,006","15,898.00"
RUS,Russian Federation,2000,80+ years,Both,"450,162","16,556.70"
RUS,Russian Federation,2000,All ages,Male,"1,185,703","1,740.90"
RUS,Russian Federation,2000,All ages,Female,"1,047,197","1,348.80"
RUS,Russian Federation,2000,All ages,Both,"2,232,899","1,532.10"
RUS,Russian Federation,2010,0-6 days,Male,"4,789","28,957.60"
RUS,Russian Federation,2010,0-6 days,Female,"3,424","21,910.60"
RUS,Russian Federation,2010,0-6 days,Both,"8,213","25,533.40"
RUS,Russian Federation,2010,7-27 days,Male,"1,544","3,124.10"
RUS,Russian Federation,2010,7-27 days,Female,"1,086","2,323.60"
RUS,Russian Federation,2010,7-27 days,Both,"2,629","2,735.00"
RUS,Russian Federation,2010,28-364 days,Male,"3,342",424.7
RUS,Russian Federation,2010,28-364 days,Female,"2,643",354.9
RUS,Russian Federation,2010,28-364 days,Both,"5,985",390.8
RUS,Russian Federation,2010,1-4 years,Male,"2,531",77.6
RUS,Russian Federation,2010,1-4 years,Female,"1,888",61.2
RUS,Russian Federation,2010,1-4 years,Both,"4,419",69.6
RUS,Russian Federation,2010,5-9 years,Male,"1,351",37.9
RUS,Russian Federation,2010,5-9 years,Female,852,25.1
RUS,Russian Federation,2010,5-9 years,Both,"2,203",31.7
RUS,Russian Federation,2010,10-14 years,Male,"1,418",42.7
RUS,Russian Federation,2010,10-14 years,Female,769,24.3
RUS,Russian Federation,2010,10-14 years,Both,"2,187",33.7
RUS,Russian Federation,2010,15-19 years,Male,"5,482",132
RUS,Russian Federation,2010,15-19 years,Female,"2,213",55.6
RUS,Russian Federation,2010,15-19 years,Both,"7,695",94.6
RUS,Russian Federation,2010,20-24 years,Male,"17,315",284.9
RUS,Russian Federation,2010,20-24 years,Female,"4,545",76.9
RUS,Russian Federation,2010,20-24 years,Both,"21,860",182.3
RUS,Russian Federation,2010,25-29 years,Male,"30,025",488.4
RUS,Russian Federation,2010,25-29 years,Female,"7,410",121.4
RUS,Russian Federation,2010,25-29 years,Both,"37,435",305.6
RUS,Russian Federation,2010,30-34 years,Male,"33,099",618.7
RUS,Russian Federation,2010,30-34 years,Female,"9,076",165.7
RUS,Russian Federation,2010,30-34 years,Both,"42,174",389.6
RUS,Russian Federation,2010,35-39 years,Male,"35,041",709.3
RUS,Russian Federation,2010,35-39 years,Female,"11,041",215.4
RUS,Russian Federation,2010,35-39 years,Both,"46,082",457.8
RUS,Russian Federation,2010,40-44 years,Male,"42,270",953.5
RUS,Russian Federation,2010,40-44 years,Female,"13,764",290.5
RUS,Russian Federation,2010,40-44 years,Both,"56,034",611
RUS,Russian Federation,2010,45-49 years,Male,"69,033","1,346.10"
RUS,Russian Federation,2010,45-49 years,Female,"24,367",423.6
RUS,Russian Federation,2010,45-49 years,Both,"93,400",858.4
RUS,Russian Federation,2010,50-54 years,Male,"97,025","1,878.70"
RUS,Russian Federation,2010,50-54 years,Female,"37,983",615.3
RUS,Russian Federation,2010,50-54 years,Both,"135,007","1,190.80"
RUS,Russian Federation,2010,55-59 years,Male,"111,523","2,617.30"
RUS,Russian Federation,2010,55-59 years,Female,"52,668",948.7
RUS,Russian Federation,2010,55-59 years,Both,"164,192","1,673.30"
RUS,Russian Federation,2010,60-64 years,Male,"100,923","3,332.10"
RUS,Russian Federation,2010,60-64 years,Female,"53,093","1,228.40"
RUS,Russian Federation,2010,60-64 years,Both,"154,016","2,095.20"
RUS,Russian Federation,2010,65-69 years,Male,"78,413","5,129.20"
RUS,Russian Federation,2010,65-69 years,Female,"56,342","2,148.70"
RUS,Russian Federation,2010,65-69 years,Both,"134,755","3,246.40"
RUS,Russian Federation,2010,70-74 years,Male,"136,186","6,480.80"
RUS,Russian Federation,2010,70-74 years,Female,"134,966","3,257.70"
RUS,Russian Federation,2010,70-74 years,Both,"271,152","4,342.40"
RUS,Russian Federation,2010,75-79 years,Male,"104,918","9,800.40"
RUS,Russian Federation,2010,75-79 years,Female,"149,295","5,968.70"
RUS,Russian Federation,2010,75-79 years,Both,"254,213","7,117.20"
RUS,Russian Federation,2010,80+ years,Male,"139,578","14,473.40"
RUS,Russian Federation,2010,80+ years,Female,"418,527","13,102.50"
RUS,Russian Federation,2010,80+ years,Both,"558,105","13,420.40"
RUS,Russian Federation,2010,All ages,Male,"1,015,806","1,554.50"
RUS,Russian Federation,2010,All ages,Female,"985,951","1,296.50"
RUS,Russian Federation,2010,All ages,Both,"2,001,757","1,415.70"
RWA,Rwanda,1970,0-6 days,Male,"4,119","226,294.10"
RWA,Rwanda,1970,0-6 days,Female,"2,931","161,998.80"
RWA,Rwanda,1970,0-6 days,Both,"7,049","194,243.90"
RWA,Rwanda,1970,7-27 days,Male,"2,145","40,603.20"
RWA,Rwanda,1970,7-27 days,Female,"1,602","30,336.40"
RWA,Rwanda,1970,7-27 days,Both,"3,747","35,469.80"
RWA,Rwanda,1970,28-364 days,Male,"6,719","8,439.50"
RWA,Rwanda,1970,28-364 days,Female,"5,502","6,885.00"
RWA,Rwanda,1970,28-364 days,Both,"12,221","7,660.80"
RWA,Rwanda,1970,1-4 years,Male,"10,712","3,796.40"
RWA,Rwanda,1970,1-4 years,Female,"8,885","3,114.40"
RWA,Rwanda,1970,1-4 years,Both,"19,597","3,453.50"
RWA,Rwanda,1970,5-9 years,Male,895,313.4
RWA,Rwanda,1970,5-9 years,Female,728,249.4
RWA,Rwanda,1970,5-9 years,Both,"1,623",281
RWA,Rwanda,1970,10-14 years,Male,493,206.6
RWA,Rwanda,1970,10-14 years,Female,541,220.9
RWA,Rwanda,1970,10-14 years,Both,"1,034",213.8
RWA,Rwanda,1970,15-19 years,Male,613,314.9
RWA,Rwanda,1970,15-19 years,Female,652,326.1
RWA,Rwanda,1970,15-19 years,Both,"1,264",320.6
RWA,Rwanda,1970,20-24 years,Male,835,489.6
RWA,Rwanda,1970,20-24 years,Female,849,505.6
RWA,Rwanda,1970,20-24 years,Both,"1,685",497.5
RWA,Rwanda,1970,25-29 years,Male,681,566.9
RWA,Rwanda,1970,25-29 years,Female,765,643.6
RWA,Rwanda,1970,25-29 years,Both,"1,446",605
RWA,Rwanda,1970,30-34 years,Male,694,670.3
RWA,Rwanda,1970,30-34 years,Female,769,751.4
RWA,Rwanda,1970,30-34 years,Both,"1,463",710.6
RWA,Rwanda,1970,35-39 years,Male,906,922
RWA,Rwanda,1970,35-39 years,Female,"1,056","1,083.40"
RWA,Rwanda,1970,35-39 years,Both,"1,962","1,002.40"
RWA,Rwanda,1970,40-44 years,Male,"1,013","1,180.70"
RWA,Rwanda,1970,40-44 years,Female,959,"1,108.80"
RWA,Rwanda,1970,40-44 years,Both,"1,971","1,144.60"
RWA,Rwanda,1970,45-49 years,Male,923,"1,607.20"
RWA,Rwanda,1970,45-49 years,Female,797,"1,298.80"
RWA,Rwanda,1970,45-49 years,Both,"1,720","1,448.00"
RWA,Rwanda,1970,50-54 years,Male,778,"2,248.10"
RWA,Rwanda,1970,50-54 years,Female,746,"1,785.80"
RWA,Rwanda,1970,50-54 years,Both,"1,524","1,995.30"
RWA,Rwanda,1970,55-59 years,Male,824,"2,996.60"
RWA,Rwanda,1970,55-59 years,Female,882,"2,344.60"
RWA,Rwanda,1970,55-59 years,Both,"1,707","2,619.90"
RWA,Rwanda,1970,60-64 years,Male,"1,045","4,387.30"
RWA,Rwanda,1970,60-64 years,Female,"1,255","3,922.80"
RWA,Rwanda,1970,60-64 years,Both,"2,300","4,121.00"
RWA,Rwanda,1970,65-69 years,Male,"1,056","5,882.80"
RWA,Rwanda,1970,65-69 years,Female,"1,297","5,642.60"
RWA,Rwanda,1970,65-69 years,Both,"2,353","5,747.90"
RWA,Rwanda,1970,70-74 years,Male,"1,011","8,273.40"
RWA,Rwanda,1970,70-74 years,Female,"1,400","8,500.40"
RWA,Rwanda,1970,70-74 years,Both,"2,411","8,403.70"
RWA,Rwanda,1970,75-79 years,Male,754,"11,234.90"
RWA,Rwanda,1970,75-79 years,Female,"1,089","11,739.00"
RWA,Rwanda,1970,75-79 years,Both,"1,843","11,527.40"
RWA,Rwanda,1970,80+ years,Male,664,"16,926.60"
RWA,Rwanda,1970,80+ years,Female,980,"17,392.80"
RWA,Rwanda,1970,80+ years,Both,"1,645","17,201.40"
RWA,Rwanda,1970,All ages,Male,"36,880","1,993.30"
RWA,Rwanda,1970,All ages,Female,"33,685","1,764.30"
RWA,Rwanda,1970,All ages,Both,"70,564","1,877.00"
RWA,Rwanda,1980,0-6 days,Male,"5,443","210,876.30"
RWA,Rwanda,1980,0-6 days,Female,"3,907","152,315.40"
RWA,Rwanda,1980,0-6 days,Both,"9,350","181,686.90"
RWA,Rwanda,1980,7-27 days,Male,"2,762","36,783.80"
RWA,Rwanda,1980,7-27 days,Female,"2,075","27,660.40"
RWA,Rwanda,1980,7-27 days,Both,"4,837","32,221.80"
RWA,Rwanda,1980,28-364 days,Male,"8,794","7,759.20"
RWA,Rwanda,1980,28-364 days,Female,"7,206","6,338.70"
RWA,Rwanda,1980,28-364 days,Both,"16,000","7,047.90"
RWA,Rwanda,1980,1-4 years,Male,"13,459","3,404.20"
RWA,Rwanda,1980,1-4 years,Female,"11,187","2,797.50"
RWA,Rwanda,1980,1-4 years,Both,"24,646","3,099.10"
RWA,Rwanda,1980,5-9 years,Male,"1,131",288.2
RWA,Rwanda,1980,5-9 years,Female,923,230.4
RWA,Rwanda,1980,5-9 years,Both,"2,054",259
RWA,Rwanda,1980,10-14 years,Male,615,191.9
RWA,Rwanda,1980,10-14 years,Female,660,203
RWA,Rwanda,1980,10-14 years,Both,"1,275",197.5
RWA,Rwanda,1980,15-19 years,Male,804,298.8
RWA,Rwanda,1980,15-19 years,Female,841,305.5
RWA,Rwanda,1980,15-19 years,Both,"1,644",302.2
RWA,Rwanda,1980,20-24 years,Male,"1,049",466.2
RWA,Rwanda,1980,20-24 years,Female,"1,093",470.8
RWA,Rwanda,1980,20-24 years,Both,"2,142",468.5
RWA,Rwanda,1980,25-29 years,Male,976,540.9
RWA,Rwanda,1980,25-29 years,Female,"1,124",597.3
RWA,Rwanda,1980,25-29 years,Both,"2,100",569.7
RWA,Rwanda,1980,30-34 years,Male,"1,002",638.8
RWA,Rwanda,1980,30-34 years,Female,"1,096",700.3
RWA,Rwanda,1980,30-34 years,Both,"2,098",669.5
RWA,Rwanda,1980,35-39 years,Male,961,874.9
RWA,Rwanda,1980,35-39 years,Female,"1,105","1,007.90"
RWA,Rwanda,1980,35-39 years,Both,"2,065",941.4
RWA,Rwanda,1980,40-44 years,Male,"1,046","1,119.20"
RWA,Rwanda,1980,40-44 years,Female,973,"1,043.50"
RWA,Rwanda,1980,40-44 years,Both,"2,019","1,081.40"
RWA,Rwanda,1980,45-49 years,Male,"1,325","1,523.20"
RWA,Rwanda,1980,45-49 years,Female,"1,082","1,231.50"
RWA,Rwanda,1980,45-49 years,Both,"2,407","1,376.70"
RWA,Rwanda,1980,50-54 years,Male,"1,575","2,133.20"
RWA,Rwanda,1980,50-54 years,Female,"1,304","1,698.00"
RWA,Rwanda,1980,50-54 years,Both,"2,880","1,911.30"
RWA,Rwanda,1980,55-59 years,Male,"1,357","2,856.50"
RWA,Rwanda,1980,55-59 years,Female,"1,185","2,238.10"
RWA,Rwanda,1980,55-59 years,Both,"2,541","2,530.60"
RWA,Rwanda,1980,60-64 years,Male,"1,124","4,182.40"
RWA,Rwanda,1980,60-64 years,Female,"1,269","3,715.40"
RWA,Rwanda,1980,60-64 years,Both,"2,393","3,921.10"
RWA,Rwanda,1980,65-69 years,Male,"1,089","5,644.80"
RWA,Rwanda,1980,65-69 years,Female,"1,502","5,370.70"
RWA,Rwanda,1980,65-69 years,Both,"2,591","5,482.60"
RWA,Rwanda,1980,70-74 years,Male,"1,123","7,974.90"
RWA,Rwanda,1980,70-74 years,Female,"1,646","8,118.30"
RWA,Rwanda,1980,70-74 years,Both,"2,770","8,059.50"
RWA,Rwanda,1980,75-79 years,Male,877,"10,883.30"
RWA,Rwanda,1980,75-79 years,Female,"1,276","11,285.30"
RWA,Rwanda,1980,75-79 years,Both,"2,153","11,118.00"
RWA,Rwanda,1980,80+ years,Male,797,"16,834.60"
RWA,Rwanda,1980,80+ years,Female,"1,306","17,362.60"
RWA,Rwanda,1980,80+ years,Both,"2,102","17,158.70"
RWA,Rwanda,1980,All ages,Male,"47,309","1,856.90"
RWA,Rwanda,1980,All ages,Female,"42,759","1,630.00"
RWA,Rwanda,1980,All ages,Both,"90,068","1,741.80"
RWA,Rwanda,1990,0-6 days,Male,"4,599","165,446.80"
RWA,Rwanda,1990,0-6 days,Female,"3,384","122,549.00"
RWA,Rwanda,1990,0-6 days,Both,"7,983","144,045.50"
RWA,Rwanda,1990,7-27 days,Male,"1,999","24,450.70"
RWA,Rwanda,1990,7-27 days,Female,"1,506","18,476.20"
RWA,Rwanda,1990,7-27 days,Both,"3,505","21,469.00"
RWA,Rwanda,1990,28-364 days,Male,"7,088","5,455.70"
RWA,Rwanda,1990,28-364 days,Female,"5,912","4,553.30"
RWA,Rwanda,1990,28-364 days,Both,"13,000","5,004.70"
RWA,Rwanda,1990,1-4 years,Male,"10,887","1,973.80"
RWA,Rwanda,1990,1-4 years,Female,"8,859","1,600.80"
RWA,Rwanda,1990,1-4 years,Both,"19,746","1,787.00"
RWA,Rwanda,1990,5-9 years,Male,"1,241",214.7
RWA,Rwanda,1990,5-9 years,Female,"1,029",175.8
RWA,Rwanda,1990,5-9 years,Both,"2,271",195.1
RWA,Rwanda,1990,10-14 years,Male,795,175.4
RWA,Rwanda,1990,10-14 years,Female,882,190.2
RWA,Rwanda,1990,10-14 years,Both,"1,677",182.9
RWA,Rwanda,1990,15-19 years,Male,"1,277",354.4
RWA,Rwanda,1990,15-19 years,Female,"1,324",357.7
RWA,Rwanda,1990,15-19 years,Both,"2,602",356.1
RWA,Rwanda,1990,20-24 years,Male,"1,851",633.6
RWA,Rwanda,1990,20-24 years,Female,"2,028",675.1
RWA,Rwanda,1990,20-24 years,Both,"3,879",654.6
RWA,Rwanda,1990,25-29 years,Male,"2,196",907.2
RWA,Rwanda,1990,25-29 years,Female,"2,384",949.9
RWA,Rwanda,1990,25-29 years,Both,"4,581",928.9
RWA,Rwanda,1990,30-34 years,Male,"2,300","1,141.80"
RWA,Rwanda,1990,30-34 years,Female,"2,301","1,095.30"
RWA,Rwanda,1990,30-34 years,Both,"4,601","1,118.10"
RWA,Rwanda,1990,35-39 years,Male,"2,293","1,424.40"
RWA,Rwanda,1990,35-39 years,Female,"2,322","1,368.80"
RWA,Rwanda,1990,35-39 years,Both,"4,615","1,395.90"
RWA,Rwanda,1990,40-44 years,Male,"2,211","1,588.30"
RWA,Rwanda,1990,40-44 years,Female,"1,881","1,335.60"
RWA,Rwanda,1990,40-44 years,Both,"4,092","1,461.20"
RWA,Rwanda,1990,45-49 years,Male,"1,872","1,945.40"
RWA,Rwanda,1990,45-49 years,Female,"1,444","1,476.60"
RWA,Rwanda,1990,45-49 years,Both,"3,316","1,709.10"
RWA,Rwanda,1990,50-54 years,Male,"1,970","2,451.90"
RWA,Rwanda,1990,50-54 years,Female,"1,439","1,748.50"
RWA,Rwanda,1990,50-54 years,Both,"3,409","2,096.00"
RWA,Rwanda,1990,55-59 years,Male,"2,206","3,046.60"
RWA,Rwanda,1990,55-59 years,Female,"1,763","2,328.30"
RWA,Rwanda,1990,55-59 years,Both,"3,968","2,679.50"
RWA,Rwanda,1990,60-64 years,Male,"2,446","4,201.50"
RWA,Rwanda,1990,60-64 years,Female,"2,307","3,648.70"
